Lₛₜᵣᵢₙg (m),Mₛₜᵣᵢₙg (kg),μₑₛₜ (kg/m),fₘᵢₙ,fₘₐₓ,fₐᵥg (Hz),Calculated μₑₛₜ (kg/m)
1.83,0.0006,0.00032786885245901634,,,60,0.00032786885245901634
